tokens,count,source
May,22,"['CIA_11', 'CIA_12', 'CIA_30', 'CIA_docs.txt', 'FBI_02', 'FBI_06', 'FBI_19', 'FBI_23', 'FBI_docs.txt', 'NSA_12', 'NSA_docs.txt']"
members,22,"['CIA_04', 'CIA_07', 'CIA_08', 'CIA_16', 'CIA_30', 'CIA_37', 'CIA_docs.txt', 'DIA_01', 'DIA_docs.txt', 'FBI_05', 'FBI_06', 'FBI_25', 'FBI_37', 'FBI_docs.txt']"
Houston,22,"['FBI_04', 'FBI_09', 'FBI_19', 'FBI_25', 'FBI_33', 'FBI_37', 'FBI_38', 'FBI_docs.txt']"
1999,22,"['CIA_10', 'CIA_33', 'CIA_docs.txt', 'DIA_01', 'DIA_docs.txt', 'FBI_06', 'FBI_20', 'FBI_21', 'FBI_35', 'FBI_docs.txt']"
SCADA,22,"['DIA_03', 'DIA_docs.txt', 'FBI_20', 'FBI_29', 'FBI_31', 'FBI_36', 'FBI_docs.txt']"
2001,22,"['CIA_06', 'CIA_07', 'CIA_08', 'CIA_23', 'CIA_33', 'CIA_docs.txt', 'FBI_08', 'FBI_10', 'FBI_14', 'FBI_19', 'FBI_20', 'FBI_35', 'FBI_docs.txt']"
23,22,"['CIA_02', 'CIA_03', 'CIA_13', 'CIA_21', 'CIA_22', 'CIA_docs.txt', 'FBI_05', 'FBI_23', 'FBI_docs.txt', 'NSA_09', 'NSA_docs.txt']"
near,22,"['CIA_01', 'CIA_02', 'CIA_04', 'CIA_08', 'CIA_19', 'CIA_34', 'CIA_docs.txt', 'DIA_02', 'DIA_03', 'DIA_docs.txt', 'FBI_01', 'FBI_02', 'FBI_docs.txt']"
letter,22,"['FBI_13', 'FBI_26', 'FBI_37', 'FBI_38', 'FBI_docs.txt']"
would,22,"['CIA_07', 'CIA_15', 'CIA_39', 'CIA_docs.txt', 'FBI_09', 'FBI_22', 'FBI_25', 'FBI_31', 'FBI_33', 'FBI_37', 'FBI_40', 'FBI_docs.txt', 'NSA_22', 'NSA_docs.txt']"
Safrygin,22,"['CIA_01', 'CIA_05', 'CIA_11', 'CIA_17', 'CIA_34', 'CIA_41', 'CIA_docs.txt']"
associated,22,"['CIA_03', 'CIA_10', 'CIA_14', 'CIA_19', 'CIA_docs.txt', 'FBI_06', 'FBI_07', 'FBI_19', 'FBI_28', 'FBI_29', 'FBI_36', 'FBI_docs.txt']"
Karim,22,"['FBI_35', 'FBI_docs.txt']"
University,22,"['CIA_06', 'CIA_31', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_10', 'FBI_13', 'FBI_14', 'FBI_15', 'FBI_17', 'FBI_20', 'FBI_docs.txt']"
driver,20,"['CIA_23', 'CIA_40', 'CIA_docs.txt', 'FBI_04', 'FBI_08', 'FBI_13', 'FBI_19', 'FBI_22', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
car,20,"['CIA_42', 'CIA_docs.txt', 'FBI_01', 'FBI_02', 'FBI_04', 'FBI_10', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
Ayyash,20,"['FBI_10', 'FBI_14', 'FBI_docs.txt']"
arrested,20,"['CIA_01', 'CIA_12', 'CIA_13', 'CIA_docs.txt', 'FBI_02', 'FBI_08', 'FBI_13', 'FBI_22', 'FBI_docs.txt']"
Morales,20,"['CIA_23', 'CIA_30', 'CIA_docs.txt', 'NSA_11', 'NSA_16', 'NSA_18', 'NSA_docs.txt']"
Atmani,20,"['CIA_12', 'CIA_39', 'CIA_docs.txt']"
systems,20,"['FBI_29', 'FBI_31', 'FBI_36', 'FBI_docs.txt']"
us,20,"['CIA_13', 'CIA_36', 'CIA_37', 'CIA_docs.txt', 'FBI_22', 'FBI_34', 'FBI_39', 'FBI_40', 'FBI_docs.txt', 'NSA_07', 'NSA_12', 'NSA_docs.txt']"
what,20,"['CIA_15', 'CIA_36', 'CIA_42', 'CIA_docs.txt', 'FBI_14', 'FBI_36', 'FBI_docs.txt', 'NSA_10', 'NSA_14', 'NSA_15', 'NSA_21', 'NSA_22', 'NSA_docs.txt']"
say,20,"['CIA_15', 'CIA_17', 'CIA_27', 'CIA_31', 'CIA_40', 'CIA_docs.txt', 'FBI_06', 'FBI_20', 'FBI_22', 'FBI_28', 'FBI_docs.txt']"
Panama,20,"['CIA_09', 'CIA_14', 'CIA_25', 'CIA_docs.txt', 'FBI_28', 'FBI_docs.txt', 'NSA_07', 'NSA_docs.txt']"
Asked,20,"['CIA_15', 'CIA_20', 'CIA_docs.txt', 'DIA_02', 'DIA_docs.txt', 'FBI_14', 'FBI_22', 'FBI_28', 'FBI_36', 'FBI_docs.txt']"
never,20,"['CIA_40', 'CIA_docs.txt', 'FBI_01', 'FBI_03', 'FBI_04', 'FBI_13', 'FBI_34', 'FBI_36', 'FBI_39', 'FBI_docs.txt']"
diamonds,20,"['CIA_09', 'CIA_14', 'CIA_docs.txt', 'FBI_28', 'FBI_docs.txt', 'USCBP_02', 'USCBP_docs.txt']"
just,20,"['FBI_11', 'FBI_23', 'FBI_28', 'FBI_39', 'FBI_40', 'FBI_docs.txt', 'NSA_08', 'NSA_16', 'NSA_19', 'NSA_22', 'NSA_docs.txt']"
NJ,20,"['CIA_16', 'CIA_docs.txt', 'FBI_02', 'FBI_03', 'FBI_10', 'FBI_11', 'FBI_14', 'FBI_27', 'FBI_35', 'FBI_docs.txt', 'USCBP_02', 'USCBP_docs.txt']"
traveled,20,"['CIA_10', 'CIA_14', 'CIA_16', 'CIA_17', 'CIA_24', 'CIA_27', 'CIA_docs.txt', 'FBI_19', 'FBI_21', 'FBI_37', 'FBI_38', 'FBI_docs.txt']"
number,20,"['CIA_12', 'CIA_13', 'CIA_docs.txt', 'FBI_08', 'FBI_23', 'FBI_docs.txt', 'NSA_08', 'NSA_11', 'NSA_18', 'NSA_20', 'NSA_docs.txt']"
Russia,20,"['CIA_01', 'CIA_05', 'CIA_17', 'CIA_34', 'CIA_39', 'CIA_docs.txt', 'NSA_14', 'NSA_22', 'NSA_docs.txt']"
items,20,"['CIA_08', 'CIA_11', 'CIA_docs.txt', 'FBI_05', 'FBI_12', 'FBI_36', 'FBI_39', 'FBI_docs.txt', 'NSA_09', 'NSA_docs.txt']"
Abu,20,"['CIA_07', 'CIA_22', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_01', 'FBI_03', 'FBI_04', 'FBI_10', 'FBI_14', 'FBI_docs.txt']"
weapons,20,"['CIA_02', 'CIA_04', 'CIA_06', 'CIA_09', 'CIA_31', 'CIA_33', 'CIA_docs.txt', 'DIA_01', 'DIA_docs.txt', 'FBI_07', 'FBI_19', 'FBI_docs.txt']"
home,20,"['CIA_02', 'CIA_docs.txt', 'FBI_09', 'FBI_12', 'FBI_22', 'FBI_29', 'FBI_31', 'FBI_32', 'FBI_36', 'FBI_docs.txt', 'NSA_22', 'NSA_docs.txt']"
CIA,20,"['CIA_19', 'CIA_30', 'CIA_32', 'CIA_37', 'CIA_41', 'CIA_docs.txt', 'FBI_01', 'FBI_03', 'FBI_06', 'FBI_22', 'FBI_docs.txt']"
reveal,20,"['CIA_10', 'CIA_12', 'CIA_14', 'CIA_19', 'CIA_23', 'CIA_33', 'CIA_docs.txt', 'FBI_05', 'FBI_16', 'FBI_31', 'FBI_32', 'FBI_docs.txt']"
16,18,"['CIA_12', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_06', 'FBI_09', 'FBI_22', 'FBI_docs.txt', 'NSA_01', 'NSA_11', 'NSA_18', 'NSA_docs.txt']"
18,18,"['CIA_12', 'CIA_21', 'CIA_docs.txt', 'FBI_06', 'FBI_16', 'FBI_24', 'FBI_27', 'FBI_32', 'FBI_34', 'FBI_41', 'FBI_docs.txt']"
Airlines,18,"['CIA_05', 'CIA_16', 'CIA_34', 'CIA_39', 'CIA_docs.txt', 'FBI_34', 'FBI_docs.txt', 'NSA_05', 'NSA_14', 'NSA_22', 'NSA_docs.txt']"
Airport,18,"['CIA_13', 'CIA_docs.txt', 'FBI_02', 'FBI_04', 'FBI_06', 'FBI_07', 'FBI_08', 'FBI_docs.txt']"
Middle,18,"['CIA_01', 'CIA_14', 'CIA_31', 'CIA_docs.txt', 'FBI_21', 'FBI_23', 'FBI_25', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'NSA_22', 'NSA_docs.txt']"
informant,18,"['FBI_06', 'FBI_09', 'FBI_25', 'FBI_32', 'FBI_docs.txt']"
addition,18,"['CIA_11', 'CIA_13', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_06', 'FBI_13', 'FBI_28', 'FBI_36', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
called,18,"['CIA_01', 'CIA_11', 'CIA_23', 'CIA_42', 'CIA_docs.txt', 'FBI_11', 'FBI_22', 'FBI_30', 'FBI_36', 'FBI_39', 'FBI_docs.txt']"
Cairo,18,"['CIA_01', 'CIA_06', 'CIA_24', 'CIA_docs.txt', 'FBI_16', 'FBI_24', 'FBI_docs.txt']"
America,18,"['CIA_03', 'CIA_07', 'CIA_14', 'CIA_31', 'CIA_docs.txt', 'FBI_11', 'FBI_13', 'FBI_15', 'FBI_docs.txt']"
These,18,"['CIA_12', 'CIA_13', 'CIA_28', 'CIA_37', 'CIA_docs.txt', 'FBI_19', 'FBI_27', 'FBI_29', 'FBI_31', 'FBI_41', 'FBI_docs.txt']"
21,18,"['CIA_21', 'CIA_22', 'CIA_docs.txt', 'FBI_11', 'FBI_16', 'FBI_40', 'FBI_41', 'FBI_docs.txt', 'NSA_20', 'NSA_docs.txt']"
Ali,18,"['CIA_22', 'CIA_27', 'CIA_33', 'CIA_38', 'CIA_docs.txt', 'DIA_02', 'DIA_docs.txt', 'FBI_26', 'FBI_34', 'FBI_docs.txt']"
pay,18,"['FBI_23', 'FBI_docs.txt', 'NSA_03', 'NSA_05', 'NSA_12', 'NSA_13', 'NSA_17', 'NSA_19', 'NSA_21', 'NSA_docs.txt']"
25,18,"['CIA_22', 'CIA_24', 'CIA_32', 'CIA_docs.txt', 'FBI_06', 'FBI_23', 'FBI_28', 'FBI_34', 'FBI_docs.txt', 'NSA_02', 'NSA_08', 'NSA_docs.txt']"
When,18,"['CIA_01', 'CIA_13', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_07', 'FBI_12', 'FBI_17', 'FBI_22', 'FBI_23', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
took,18,"['CIA_23', 'CIA_26', 'CIA_36', 'CIA_42', 'CIA_docs.txt', 'FBI_19', 'FBI_20', 'FBI_25', 'FBI_40', 'FBI_docs.txt']"
carrying,18,"['CIA_01', 'CIA_12', 'CIA_13', 'CIA_37', 'CIA_42', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_07', 'FBI_22', 'FBI_docs.txt']"
provided,18,"['CIA_07', 'CIA_31', 'CIA_32', 'CIA_37', 'CIA_38', 'CIA_docs.txt', 'DIA_01', 'DIA_docs.txt', 'FBI_12', 'FBI_15', 'FBI_docs.txt']"
alias,18,"['CIA_07', 'CIA_37', 'CIA_docs.txt', 'FBI_01', 'FBI_23', 'FBI_31', 'FBI_34', 'FBI_36', 'FBI_docs.txt', 'NSA_19', 'NSA_docs.txt']"
computer,18,"['CIA_33', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_10', 'FBI_18', 'FBI_20', 'FBI_docs.txt']"
Arze,18,"['CIA_03', 'CIA_30', 'CIA_docs.txt', 'NSA_16', 'NSA_docs.txt']"
told,18,"['CIA_20', 'CIA_34', 'CIA_36', 'CIA_39', 'CIA_docs.txt', 'FBI_13', 'FBI_22', 'FBI_33', 'FBI_39', 'FBI_docs.txt', 'NSA_22', 'NSA_docs.txt']"
held,18,"['CIA_25', 'CIA_docs.txt', 'FBI_05', 'FBI_06', 'FBI_09', 'FBI_11', 'FBI_26', 'FBI_34', 'FBI_40', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
Montreal,18,"['CIA_02', 'CIA_07', 'CIA_docs.txt', 'FBI_01', 'FBI_02', 'FBI_docs.txt', 'NSA_02', 'NSA_docs.txt']"
money,18,"['CIA_36', 'CIA_docs.txt', 'FBI_13', 'FBI_35', 'FBI_docs.txt', 'NSA_07', 'NSA_12', 'NSA_docs.txt']"
Cuban,18,"['CIA_03', 'CIA_04', 'CIA_17', 'CIA_25', 'CIA_30', 'CIA_36', 'CIA_docs.txt', 'NSA_22', 'NSA_docs.txt']"
We,18,"['FBI_23', 'FBI_34', 'FBI_39', 'FBI_docs.txt', 'NSA_09', 'NSA_13', 'NSA_17', 'NSA_docs.txt']"
Escalante,18,"['CIA_04', 'CIA_21', 'CIA_25', 'CIA_30', 'CIA_docs.txt', 'NSA_11', 'NSA_16', 'NSA_docs.txt']"
students,18,"['CIA_04', 'CIA_docs.txt', 'DIA_01', 'DIA_docs.txt', 'FBI_10', 'FBI_13', 'FBI_14', 'FBI_15', 'FBI_35', 'FBI_docs.txt']"
did,18,"['CIA_41', 'CIA_docs.txt', 'FBI_01', 'FBI_03', 'FBI_09', 'FBI_10', 'FBI_14', 'FBI_23', 'FBI_35', 'FBI_docs.txt', 'NSA_22', 'NSA_docs.txt']"
Bogota,18,"['CIA_03', 'CIA_docs.txt', 'NSA_13', 'NSA_17', 'NSA_19', 'NSA_21', 'NSA_docs.txt']"
born,18,"['CIA_05', 'CIA_13', 'CIA_18', 'CIA_23', 'CIA_31', 'CIA_docs.txt', 'DIA_01', 'DIA_docs.txt', 'FBI_14', 'FBI_18', 'FBI_21', 'FBI_docs.txt']"
Orange,18,"['CIA_12', 'CIA_28', 'CIA_39', 'CIA_docs.txt', 'NSA_08', 'NSA_09', 'NSA_docs.txt']"
Jamal,18,"['CIA_10', 'CIA_docs.txt', 'FBI_06', 'FBI_12', 'FBI_15', 'FBI_17', 'FBI_docs.txt']"
our,18,"['CIA_10', 'CIA_12', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_25', 'FBI_39', 'FBI_docs.txt', 'NSA_13', 'NSA_15', 'NSA_16', 'NSA_docs.txt']"
gave,18,"['CIA_09', 'CIA_34', 'CIA_39', 'CIA_42', 'CIA_docs.txt', 'FBI_04', 'FBI_05', 'FBI_12', 'FBI_13', 'FBI_14', 'FBI_docs.txt']"
because,18,"['CIA_03', 'CIA_10', 'CIA_12', 'CIA_16', 'CIA_36', 'CIA_docs.txt', 'FBI_11', 'FBI_23', 'FBI_docs.txt', 'NSA_02', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
Sufaat,16,"['CIA_27', 'CIA_38', 'CIA_docs.txt', 'NSA_16', 'NSA_docs.txt']"
Tampico,16,"['NSA_13', 'NSA_15', 'NSA_17', 'NSA_19', 'NSA_docs.txt']"
TX,16,"['FBI_26', 'FBI_37', 'FBI_38', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
British,16,"['CIA_10', 'CIA_18', 'CIA_32', 'CIA_docs.txt', 'FBI_06', 'FBI_21', 'FBI_22', 'FBI_docs.txt']"
attended,16,"['FBI_09', 'FBI_11', 'FBI_14', 'FBI_21', 'FBI_24', 'FBI_34', 'FBI_36', 'FBI_docs.txt']"
records,16,"['CIA_10', 'CIA_19', 'CIA_33', 'CIA_docs.txt', 'FBI_05', 'FBI_08', 'FBI_10', 'FBI_35', 'FBI_docs.txt']"
being,16,"['CIA_01', 'CIA_11', 'CIA_13', 'CIA_docs.txt', 'FBI_06', 'FBI_12', 'FBI_25', 'FBI_39', 'FBI_docs.txt']"
written,16,"['CIA_11', 'CIA_docs.txt', 'FBI_05', 'FBI_08', 'FBI_13', 'FBI_15', 'FBI_26', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
However,16,"['CIA_11', 'CIA_12', 'CIA_31', 'CIA_36', 'CIA_docs.txt', 'FBI_03', 'FBI_05', 'FBI_06', 'FBI_docs.txt']"
various,16,"['CIA_04', 'CIA_08', 'CIA_16', 'CIA_docs.txt', 'FBI_13', 'FBI_15', 'FBI_28', 'FBI_36', 'FBI_docs.txt']"
Los,16,"['CIA_13', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'NSA_12', 'NSA_13', 'NSA_17', 'NSA_19', 'NSA_21', 'NSA_docs.txt']"
make,16,"['CIA_12', 'CIA_28', 'CIA_36', 'CIA_docs.txt', 'FBI_36', 'FBI_docs.txt', 'NSA_03', 'NSA_13', 'NSA_21', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
Both,16,"['FBI_03', 'FBI_10', 'FBI_13', 'FBI_19', 'FBI_26', 'FBI_40', 'FBI_docs.txt']"
apartment,16,"['FBI_02', 'FBI_10', 'FBI_13', 'FBI_19', 'FBI_docs.txt']"
given,16,"['CIA_10', 'CIA_docs.txt', 'FBI_02', 'FBI_14', 'FBI_22', 'FBI_25', 'FBI_docs.txt', 'NSA_04', 'NSA_13', 'NSA_18', 'NSA_docs.txt']"
following,16,"['CIA_43', 'CIA_docs.txt', 'FBI_02', 'FBI_11', 'FBI_19', 'FBI_31', 'FBI_35', 'FBI_39', 'FBI_41', 'FBI_docs.txt']"
ship,16,"['CIA_42', 'CIA_43', 'CIA_docs.txt', 'FBI_40', 'FBI_41', 'FBI_docs.txt']"
Quso,16,"['CIA_10', 'CIA_docs.txt', 'FBI_06', 'FBI_12', 'FBI_25', 'FBI_docs.txt']"
heard,16,"['CIA_40', 'CIA_docs.txt', 'FBI_01', 'FBI_03', 'FBI_36', 'FBI_docs.txt', 'NSA_13', 'NSA_16', 'NSA_19', 'NSA_docs.txt']"
3,16,"['CIA_04', 'CIA_docs.txt', 'DIA_01', 'DIA_docs.txt', 'FBI_10', 'FBI_14', 'FBI_26', 'FBI_38', 'FBI_docs.txt', 'NSA_05', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
Spanish,16,"['CIA_40', 'CIA_docs.txt', 'NSA_13', 'NSA_16', 'NSA_17', 'NSA_19', 'NSA_21', 'NSA_docs.txt']"
investigation,16,"['FBI_10', 'FBI_12', 'FBI_13', 'FBI_31', 'FBI_34', 'FBI_36', 'FBI_docs.txt']"
Zinedine,16,"['CIA_07', 'CIA_docs.txt', 'FBI_01', 'FBI_docs.txt']"
some,16,"['CIA_04', 'CIA_17', 'CIA_31', 'CIA_36', 'CIA_docs.txt', 'FBI_12', 'FBI_23', 'FBI_docs.txt', 'NSA_13', 'NSA_16', 'NSA_docs.txt']"
Moroccan,16,"['CIA_07', 'CIA_12', 'CIA_21', 'CIA_22', 'CIA_docs.txt', 'FBI_01', 'FBI_11', 'FBI_docs.txt']"
Caribbean,16,"['CIA_03', 'CIA_04', 'CIA_12', 'CIA_27', 'CIA_docs.txt', 'FBI_41', 'FBI_docs.txt']"
between,16,"['CIA_17', 'CIA_22', 'CIA_38', 'CIA_40', 'CIA_docs.txt', 'FBI_24', 'FBI_25', 'FBI_docs.txt']"
Odeh,16,"['CIA_18', 'CIA_32', 'CIA_42', 'CIA_docs.txt', 'NSA_06', 'NSA_docs.txt']"
back,16,"['CIA_15', 'CIA_34', 'CIA_docs.txt', 'DIA_02', 'DIA_docs.txt', 'FBI_08', 'FBI_10', 'FBI_31', 'FBI_41', 'FBI_docs.txt']"
tell,16,"['CIA_36', 'CIA_39', 'CIA_docs.txt', 'NSA_11', 'NSA_16', 'NSA_17', 'NSA_21', 'NSA_22', 'NSA_docs.txt']"
Carlos,16,"['CIA_21', 'CIA_23', 'CIA_30', 'CIA_docs.txt', 'NSA_12', 'NSA_16', 'NSA_17', 'NSA_docs.txt']"
Sizov,16,"['CIA_36', 'CIA_docs.txt']"
...,16,"['NSA_01', 'NSA_02', 'NSA_03', 'NSA_04', 'NSA_docs.txt']"
Dominican,16,"['CIA_03', 'CIA_23', 'CIA_28', 'CIA_39', 'CIA_docs.txt', 'FBI_07', 'FBI_docs.txt', 'NSA_09', 'NSA_16', 'NSA_docs.txt']"
out,16,"['CIA_21', 'CIA_24', 'CIA_docs.txt', 'FBI_05', 'FBI_14', 'FBI_15', 'FBI_23', 'FBI_docs.txt']"
originated,16,"['NSA_03', 'NSA_09', 'NSA_13', 'NSA_16', 'NSA_17', 'NSA_19', 'NSA_21', 'NSA_22', 'NSA_docs.txt']"
Omari,16,"['CIA_08', 'CIA_33', 'CIA_docs.txt']"
flight,16,"['CIA_07', 'CIA_10', 'CIA_13', 'CIA_26', 'CIA_docs.txt', 'FBI_01', 'FBI_08', 'FBI_docs.txt']"
Baltimore,16,"['FBI_11', 'FBI_41', 'FBI_docs.txt']"
apprehended,16,"['CIA_08', 'CIA_12', 'CIA_docs.txt', 'FBI_12', 'FBI_13', 'FBI_19', 'FBI_26', 'FBI_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
way,16,"['CIA_07', 'CIA_14', 'CIA_34', 'CIA_37', 'CIA_docs.txt', 'FBI_13', 'FBI_docs.txt', 'NSA_13', 'NSA_18', 'NSA_22', 'NSA_docs.txt']"
supplies,14,"['CIA_01', 'CIA_04', 'CIA_docs.txt', 'NSA_09', 'NSA_11', 'NSA_16', 'NSA_18', 'NSA_20', 'NSA_docs.txt']"
French,14,"['CIA_07', 'CIA_docs.txt', 'FBI_01', 'FBI_04', 'FBI_07', 'FBI_docs.txt', 'NSA_10', 'NSA_docs.txt']"
past,14,"['CIA_09', 'CIA_docs.txt', 'FBI_02', 'FBI_11', 'FBI_15', 'FBI_18', 'FBI_32', 'FBI_35', 'FBI_docs.txt']"
Adnan,14,"['FBI_11', 'FBI_16', 'FBI_24', 'FBI_27', 'FBI_28', 'FBI_30', 'FBI_35', 'FBI_docs.txt']"
Ave,14,"['CIA_09', 'CIA_14', 'CIA_docs.txt', 'FBI_01', 'FBI_05', 'FBI_23', 'FBI_docs.txt', 'NSA_06', 'NSA_07', 'NSA_docs.txt']"
four,14,"['CIA_08', 'CIA_12', 'CIA_34', 'CIA_docs.txt', 'FBI_23', 'FBI_31', 'FBI_33', 'FBI_docs.txt', 'NSA_22', 'NSA_docs.txt']"
19,14,"['CIA_21', 'CIA_22', 'CIA_docs.txt', 'FBI_40', 'FBI_41', 'FBI_docs.txt']"
replied,14,"['CIA_20', 'CIA_docs.txt', 'FBI_03', 'FBI_14', 'FBI_36', 'FBI_docs.txt']"
how,14,"['CIA_20', 'CIA_docs.txt', 'FBI_15', 'FBI_35', 'FBI_36', 'FBI_39', 'FBI_docs.txt', 'NSA_22', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
explosives,14,"['CIA_07', 'CIA_docs.txt', 'FBI_06', 'FBI_12', 'FBI_34', 'FBI_docs.txt']"
up,14,"['CIA_07', 'CIA_40', 'CIA_docs.txt', 'FBI_12', 'FBI_docs.txt', 'NSA_19', 'NSA_21', 'NSA_docs.txt']"
Rue,14,"['CIA_07', 'CIA_docs.txt', 'FBI_01', 'FBI_07', 'FBI_docs.txt', 'NSA_01', 'NSA_03', 'NSA_10', 'NSA_docs.txt']"
antibiotics,14,"['CIA_34', 'CIA_41', 'CIA_docs.txt', 'NSA_09', 'NSA_16', 'NSA_20', 'NSA_docs.txt']"
check,14,"['CIA_01', 'CIA_25', 'CIA_docs.txt', 'FBI_05', 'FBI_06', 'FBI_10', 'FBI_18', 'FBI_41', 'FBI_docs.txt']"
Utilities,14,"['FBI_18', 'FBI_20', 'FBI_31', 'FBI_36', 'FBI_docs.txt']"
reveals,14,"['CIA_01', 'CIA_24', 'CIA_25', 'CIA_docs.txt', 'FBI_06', 'FBI_10', 'FBI_11', 'FBI_30', 'FBI_docs.txt']"
Rafiki,14,"['CIA_07', 'CIA_docs.txt', 'FBI_01', 'FBI_04', 'FBI_docs.txt']"
visit,14,"['CIA_04', 'CIA_07', 'CIA_36', 'CIA_docs.txt', 'FBI_01', 'FBI_20', 'FBI_docs.txt', 'NSA_20', 'NSA_22', 'NSA_docs.txt']"
Holland,14,"['CIA_12', 'CIA_28', 'CIA_39', 'CIA_docs.txt', 'NSA_08', 'NSA_09', 'NSA_docs.txt']"
since,14,"['CIA_08', 'CIA_16', 'CIA_17', 'CIA_37', 'CIA_docs.txt', 'FBI_06', 'FBI_09', 'FBI_35', 'FBI_docs.txt']"
Charlotte,14,"['FBI_05', 'FBI_23', 'FBI_docs.txt']"
places,14,"['CIA_12', 'CIA_13', 'CIA_16', 'CIA_27', 'CIA_docs.txt', 'FBI_09', 'FBI_28', 'FBI_docs.txt', 'NSA_07', 'NSA_docs.txt']"
During,14,"['CIA_12', 'CIA_37', 'CIA_40', 'CIA_docs.txt', 'FBI_24', 'FBI_27', 'FBI_34', 'FBI_docs.txt', 'NSA_09', 'NSA_docs.txt']"
Republic,14,"['CIA_03', 'CIA_23', 'CIA_28', 'CIA_39', 'CIA_docs.txt', 'NSA_09', 'NSA_16', 'NSA_docs.txt']"
17,14,"['CIA_10', 'CIA_15', 'CIA_27', 'CIA_37', 'CIA_docs.txt', 'FBI_01', 'FBI_35', 'FBI_41', 'FBI_docs.txt']"
Bafaba,14,"['CIA_13', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_03', 'FBI_docs.txt']"
Somad,14,"['CIA_13', 'CIA_docs.txt', 'DIA_03', 'DIA_docs.txt', 'FBI_03', 'FBI_docs.txt']"
Amsterdam,14,"['CIA_13', 'CIA_docs.txt', 'NSA_02', 'NSA_docs.txt']"
Internet,14,"['DIA_03', 'DIA_docs.txt', 'FBI_29', 'FBI_docs.txt', 'NSA_04', 'NSA_08', 'NSA_11', 'NSA_18', 'NSA_20', 'NSA_docs.txt']"
Ojinaga,14,"['FBI_19', 'FBI_docs.txt', 'NSA_03', 'NSA_12', 'NSA_13', 'NSA_docs.txt']"
reply,14,"['NSA_06', 'NSA_13', 'NSA_16', 'NSA_17', 'NSA_18', 'NSA_19', 'NSA_20', 'NSA_docs.txt']"
RCMP,14,"['CIA_16', 'CIA_docs.txt', 'FBI_07', 'FBI_31', 'FBI_34', 'FBI_docs.txt']"
place,14,"['FBI_25', 'FBI_34', 'FBI_docs.txt', 'NSA_02', 'NSA_07', 'NSA_08', 'NSA_17', 'NSA_docs.txt']"
August,14,"['FBI_08', 'FBI_26', 'FBI_27', 'FBI_docs.txt', 'NSA_04', 'NSA_docs.txt', 'USCBP_01', 'USCBP_docs.txt']"
Salah,14,"['FBI_08', 'FBI_docs.txt']"
Co.,14,"['FBI_09', 'FBI_10', 'FBI_18', 'FBI_20', 'FBI_31', 'FBI_32', 'FBI_36', 'FBI_docs.txt']"
At,14,"['CIA_22', 'CIA_docs.txt', 'FBI_08', 'FBI_28', 'FBI_docs.txt', 'NSA_09', 'NSA_10', 'NSA_docs.txt']"
Eastern,14,"['CIA_16', 'CIA_docs.txt', 'FBI_21', 'FBI_23', 'FBI_34', 'FBI_40', 'FBI_41', 'FBI_docs.txt']"
Newark,14,"['CIA_16', 'CIA_docs.txt', 'FBI_03', 'FBI_08', 'FBI_11', 'FBI_27', 'FBI_docs.txt', 'USCBP_02', 'USCBP_docs.txt']"
A.,14,"['CIA_12', 'CIA_13', 'CIA_docs.txt', 'FBI_08', 'FBI_11', 'FBI_13', 'FBI_docs.txt', 'USCBP_02', 'USCBP_docs.txt']"
issued,14,"['CIA_07', 'CIA_11', 'CIA_33', 'CIA_docs.txt', 'FBI_01', 'FBI_04', 'FBI_08', 'FBI_10', 'FBI_docs.txt']"
go,14,"['FBI_35', 'FBI_docs.txt', 'NSA_07', 'NSA_11', 'NSA_12', 'NSA_16', 'NSA_docs.txt']"
